timestamp_utc,dedupe_stage,canonical_uuid,canonical_name,canonical_summary,alias_uuid,alias_name,alias_summary,alias_episode_uuid,alias_episode_excerpt
2026-02-16T07:21:04.585117+00:00,llm,15543e0e-a7b9-4e9d-bd81-b88b875f244e,marsh,"A roughly square marsh can have four exposures if it is enclosed by walls; one faces east, one faces south, one faces west and one faces north. It would be better if a marsh could be planted in a northern exposure. Market gardeners consider that the soil of their marshes produce larger and more beautiful vegetables.",4031e5e3-fc16-4cf3-8438-7bd4197f2ff2,,,,
2026-02-16T07:21:04.585176+00:00,llm,15543e0e-a7b9-4e9d-bd81-b88b875f244e,marsh,"A roughly square marsh can have four exposures if it is enclosed by walls; one faces east, one faces south, one faces west and one faces north. It would be better if a marsh could be planted in a northern exposure. Market gardeners consider that the soil of their marshes produce larger and more beautiful vegetables.",c952cce0-6859-4201-81f5-f21ad9a9ffe6,,,,
2026-02-16T08:02:48.122300+00:00,exact,8b2e0a62-9a3c-4ac8-8d81-0dc1c9c26afa,cloches,"Cloches are a type of bell used in market gardening; they measure 10 cm at the base and about 40 cm high, made from whiter glass which is more fragile than past greener glass. Cloches cost between 80-85 francs.",ca605c3a-e376-4512-8b05-f0b906806f7d,,,,
2026-02-16T08:02:48.122325+00:00,llm,8b2e0a62-9a3c-4ac8-8d81-0dc1c9c26afa,cloches,"Cloches are a type of bell used in market gardening; they measure 10 cm at the base and about 40 cm high, made from whiter glass which is more fragile than past greener glass. Cloches cost between 80-85 francs.",62aa308b-f3a2-4228-a80e-c780067f1774,,,,
2026-02-16T08:21:06.309986+00:00,exact,4174bf3d-49fb-4ef7-85aa-0819b780fef1,horse,used to draw water from a well,785e5c99-7828-4a32-81af-4d7a19b0fcfd,,,,
2026-02-16T08:21:06.310030+00:00,llm,4174bf3d-49fb-4ef7-85aa-0819b780fef1,horse,used to draw water from a well,7f230476-3d86-4371-941f-78bcfb6c0acf,,,,
2026-02-16T08:23:36.380624+00:00,llm,aea867ca-07b8-47a3-9f5e-f9c62d31c5f5,trunks,Trunks are used for growing early plants and should be tilted towards the south as far as possible.,16f68e3b-1fe0-4428-b94a-60cc813ed6f6,,,,
2026-02-16T08:23:36.380689+00:00,llm,aea867ca-07b8-47a3-9f5e-f9c62d31c5f5,trunks,Trunks are used for growing early plants and should be tilted towards the south as far as possible.,a52a7ebc-99a0-4adf-b79d-b9022712cbe3,,,,
2026-02-16T09:15:17.825340+00:00,exact,660b5498-3b34-4009-abba-9e3357549ae7,Autumn,"Autumn is a season when large vegetables such as cabbage-apple, cauliflower, artichoke, cardoon, etc., grow vigorously if the surface is hoeed often to prevent splitting and cracking, or covered with a layer of mulch.",2cd1b11d-c7a3-43a5-9a36-02b06e736843,,,,
2026-02-16T09:15:17.825366+00:00,llm,660b5498-3b34-4009-abba-9e3357549ae7,Autumn,"Autumn is a season when large vegetables such as cabbage-apple, cauliflower, artichoke, cardoon, etc., grow vigorously if the surface is hoeed often to prevent splitting and cracking, or covered with a layer of mulch.",6b9f29f9-c494-4379-9a28-8fdc5baa943d,,,,
2026-02-16T09:27:09.595451+00:00,exact,9389e022-962a-40a0-b7eb-b77320609061,Rake,A tool used to level out the soil and break up clods; also to give it a smooth surface with the right slope to the south.,8366cdd5-8987-4a44-ab48-ed1ccf1b6d21,,,,
2026-02-16T09:27:09.595499+00:00,llm,9389e022-962a-40a0-b7eb-b77320609061,Rake,A tool used to level out the soil and break up clods; also to give it a smooth surface with the right slope to the south.,990c9b39-8742-4e66-9a84-c17bd67e6657,,,,
