cluster_id,representative_llm,representative_llm_free,representative,total_count,members
75,CONSUMED_IN,CONSUMPTION_RELATION,FED_BY,3,3
81,GREENER_THAN,MORE_DESIRABLE_THAN,GREENER_THAN,3,2
71,REQUIRES_MAINTENANCE_AT_STAGE,REQUIRES_PERIODIC_MAINTENANCE,REQUIRES_MANAGEMENT_IN_MONTH,3,3
53,FRAMES_AREUSED_WITH_PEAS,MATERIALS_USED_WITH_PEAS,FRAMES_AREUSED_WITH_PEAS,3,3
70,OVERWINTERS_IN,OVERWINTERS_IN_OR_AT,OVERWINTERS_AT,3,3
69,PRECEDES,PRECEDES,PRECEDES,3,3
102,CONSISTS_OF,CONTAINS_AS_COMPONENT,CONSISTS_OF,3,3
168,USED_BEFORE,USED_IN_PAST,USED_TO_PREVENT,3,2
94,COVERED_WITH_STRAW_MATS,COVERED_WITH_PROTECTIVE_LAYER,COVERED_WITH_STRAW_MATS,3,3
284,IS_COMPARED_TO,COMPARED_TO,IS_COMPARED_TO,3,2
369,HAS_VALUE_BETWEEN,HAS_RANGE_VALUE,HAS_VALUE_BETWEEN,2,1
326,HAS_SEED_LENGTH,SEED_LENGTH_RELATION,HAS_SEED_LENGTH,2,2
0,JUNE_ASSOCIATED_EVENT,SEASON_ASSOCIATED_EVENTS,JUNE_ASSOCIATED_EVENT,2,2
103,RAKED_IN,CONTAINED_IN,RAKED_IN,2,2
99,IS_SHAKEN,PREPARATION_METHOD,IS_SHAKEN,2,2
98,NOT_USED_FOR,NEGATIVE_ASSOCIATION,NOT_USED_FOR,2,2
112,PROPAGATED_BY,PROPAGATION_SOURCE,PROPAGATED_BY,2,2
110,FREEZE_IMPACT,ENVIRONMENTAL_IMPACT,FREEZE_IMPACT,2,2
55,GROUPED_WITH,GROUPED_WITH,GOPTED_WITH,2,2
65,LETTUCE_VARIETY_IS_RELATED_TO,LETTUCE_RELATIONSHIP,LETTUCE_VARIETY_IS_RELATED_TO,2,2
52,MANAGED_BY,MANAGEMENT_RELATIONSHIP,MANAGED_BY,2,2
61,ENHANCES_PRODUCTIVITY,ENHANCEMENT_RELATION,PROMOTES,2,2
63,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,COMPETITION_FROM_EXTERNAL_FACTORS,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,2,2
58,SOLD_AT_SAME_TIME_AS,SALES_ASSOCIATION,CAN_BE_SOLD_FROM,2,2
74,SCHEDULED_FOR,EXPECTED_ON,EXPECTED_AT,2,2
327,OCCURS_AFTER_SPECIFIC_CONDITION,OCCURS_AFTER_EVENT,OCCURS_AFTER_TEMPORAL_EVENT,2,2
80,PROVIDED_WITH_WATER_FROM_MANURE,WATER_SOURCE,PROVIDED_WITH_WATER_FROM_MANURE,2,2
78,IS ALSO KNOWN AS,ALSO_KNOWN_AS,KNOWN_AS,2,2
79,PLANTED_WITH_PRECAUTION,PLANTING_PRECAUTIONS,PLANTS_AT_LEAST_Apart,2,2
5,DIFFERENT_PLANTING_METHOD,PLANTING_OR_HARVESTING_METHOD,SEED_HARVESTING_METHOD,2,2
7,HAS_TIMBER_SUPPORTS,HAS_STRUCTURAL_TIMBERS,HAS_TIMBER_SUPPORTS,2,2
281,SPROUTS_FROM,SPROUTS_FROM_OR_IN,SPROUTS_IN,2,2
274,CLASSIFIED_UNDER,CLASSIFICATION_RELATION,CLASSIFIED_UNDER,2,1
299,PRONE_TO_DEGENERATION,PRONE_TO_DEGENERATION,DEGENERATES_EASILY,2,2
88,PINK_RADISH_GROWN_IN_LOCATIONS,PINK_RADISH_ORIGIN,PINK_RADISH_PRODUCTION_FROM,2,2
93,HAS_WIDTH_AND_DEPTH,HAS_PHYSICAL_DIMENSION,IS_WIDE_ENOUGH_FOR,2,2
305,SPREAD_OVER,SPREAD_OUT,SPREAD_OVER,2,2
302,AWARDED_BY,AWARDED_TO,AWARDED_BY,2,2
138,COVERS_SOIL_FOR,COVERS_WITH_SOIL,COVERS_SOIL_FOR,2,2
289,HAS_COSTLY_FEEDING_PRACTICE,HAS_COSTLY_ASPECT,HAS_COSTLY_FEEDING_PRACTICE,2,1
292,IS_DIFFICULT_TO_DETERMINE_FOR,UNCERTAIN_OR_DIFFICULT_TO_DETERMINE,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
118,CAN_MEASURE_TEMPERATURE,HAS_TEMPERATURE_CAPABILITY,CAN_REACH_TEMPERATURE,2,2
117,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,WEDGE_FRAME_OPERATION,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,2,2
143,CULTIVATED_VARIETY,CULTIVATED_TAXONOMY_RELATIONSHIP,CULTIVATED_VARIETY,2,2
142,CREATED_EDGE_ON_NORTH_SIDE,EDGE_CREATION,EDGE_WITH,2,2
146,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,PLANTED_IN_MANURE,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,2,1
159,HAS_WIDER_LEAVES_THAN,HAS_BROADER_LEAVES_THAN,HAS_WIDER_LEAVES_THAN,2,2
167,PRICKED_OUT_IN,REMOVED_FROM,PULLED_OUT_AT,2,2
163,SELECTED_AFTER_PRUNING,POST_PRUNING_ACTION,PRUNE_AFTER_PLANTING,2,2
271,COMPANION_PLANT_FOR,COMPANIONSHIP,COMPANION_PLANT_FOR,2,1
175,REQUIRES_REGULAR_CHECKS,REQUIRES_REGULAR_MAINTENANCE,REQUIRES_REGULAR_CHECKS,2,2
266,PLANTED_AFTER_EMPTYING_LAYER,PLANTED_IN_PREPARED_SOIL,PLANTED_AFTER_EMPTYING_LAYER,2,1
269,WORKS_AS,HAS_ROLE,WORKS_AS,2,2
114,TURNED_OVER,TURNS,TURNS_THE,2,2
128,DEPICTS,DEPICTION_RELATION,DEPICTS,2,2
122,AVAILABLE_IN_ABUNDANCE,AVAILABLE_IN_LARGE_QUANTITIES,AVAILABLE_IN_ABUNDANCE,2,2
135,ASSOCIATED_WITH_SOIL_CONDITIONS,RELATED_TO_SOIL_PROPERTIES,ASSOCIATED_WITH_SOIL_CONDITIONS,2,2
236,PICKED_BEFORE_RIPENING_ON_VINE,BEFORE_RIPENING_ON_VINE,LONG_BEFORE_RIPENING_ON_VINE,2,2
221,CLEANED_WITH,MAINTAINED_IN_CLEAN_CONDITION,CLEANED_WITH,2,2
147,HAS_SEASONAL_CYCLE,SEASONAL_PATTERN,HAS_SEASONAL_CYCLE,2,2
153,RETAINS_GERMINATIVE_CAPACITY_FOR,RETAINS_VIABILITY_FOR,RETAINS_GERMINATIVE_CAPACITY_FOR,2,2
344,MANURE_TYPE_COMPARISON,MANURE_TYPE_RELATIONSHIP,MANURE_TYPE_COMPARISON,2,1
338,GOES_TO_SEED,SET_SEED,SET_SEED_IN,2,2
357,COSTS_ASSOCIATED_WITH_EQUIPMENT,EQUIPMENT_COSTS,COSTS_ASSOCIATED_WITH_EQUIPMENT,2,1
358,BLANCHED_USING,COOKED_WITH_WATER,BLANCHED_USING,2,1
208,PREFERRED_CROP_LOCATION,CROP_PREFERENCE_LOCATION,PREFERRED_CROP_LOCATION,2,2
211,THINNING_METHOD,THINNING_METHOD_OR_TOOL,THINNING_METHOD,2,2
190,NATIVE_TO_LOCATION,NATIVE_ORIGIN,IS_A_NATIVE_OF,2,2
191,COLLAR_SUNK_INTO_GROUND,COLLAR_POSITION,COLLAR_SUNK_INTO_GROUND,2,1
235,CAN_BE_LEFT_IN,LEFT_IN_RELATIONSHIP,CAN_BE_LEFT_IN,2,1
237,BEARS_FRUIT_IN,BEARS_FOOD_IN,BEARS_FRUIT_IN,2,2
48,LEAD_PIPE_MADE_OF,PIPE_MATERIAL,LEAD_PIPE_MADE_OF,2,2
45,BENEFITS_ACCESSIBILITY,ACCESSIBILITY_DIFFERENCE,BENEFITS_ACCESSIBILITY,2,2
47,CROP_ASSOCIATION,CROP_RELATIONS,CROP_GRAFTING,2,2
30,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,WATERING_REQUIREMENTS,WATERING_NECESSITY_DETERMINED_BY,2,2
21,RECEIVES_HOEING,RECEIVED_BY,RECIPIENT_OF,2,2
22,GROWTH_RESTRICTED_IN,LIMITED_IN,GROWTH_RESTRICTED_IN,2,2
339,MARKED_FOR_SEED_PRODUCTION,SEEDING_STATUS,MARKED_FOR_SEED_PRODUCTION,1,1
341,WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE,IRRIGATION_VOLUME,WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE,1,1
343,MARKET_GARDENERS_REQUIRE_PROOF_OF_GOOD_CONDUCT,REQUIREMENT_FOR_MARKET_GARDENERS,MARKET_GARDENERS_REQUIRE_PROOF_OF_GOOD_CONDUCT,1,1
345,DIFFERENT_CULTURE_THAN,CROSS_CULTURAL_RELATIONSHIP,DIFFERENT_CULTURE_THAN,1,1
346,BELL_MARKED_AT,MARKED_AT,BELL_MARKED_AT,1,1
347,GERMINATION_TIMEFRAME,GERMINATION_PERIOD,GERMINATION_TIMEFRAME,1,1
348,LAYERED_WITHIN,CONTAINS,LAYERED_WITHIN,1,1
349,MOVES_BACK_TO_ACCOMMODATE_NEW_BUILDINGS,RELOCATES_FOR_CONSTRUCTION,MOVES_BACK_TO_ACCOMMODATE_NEW_BUILDINGS,1,1
350,SEED_BEARING_LETTUCE_RETAINS_SEEDS_FOR,RETAIN_SEEDS_FOR_REPRODUCTION,SEED_BEARING_LETTUCE_RETAINS_SEEDS_FOR,1,1
351,GEUREA_FAMILY_CONTAINS,FAMILY_RELATIONSHIP,GEUREA_FAMILY_CONTAINS,1,1
352,PREFERED_GROWTH_STAGE,PREFERRED_STATE,PREFERED_GROWTH_STAGE,1,1
353,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,FOUNDATION_IN_WET_ENVIRONMENTS,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,1,1
355,FAMILY_CLASSIFICATION,FAMILY_RELATIONSHIP,FAMILY_CLASSIFICATION,1,1
356,PEAS_ARE_TO_BE_TOPPED_AT,VEGETABLE_PREPARATION_INSTRUCTIONS,PEAS_ARE_TO_BE_TOPPED_AT,1,1
359,GREW_STRONG_ENOUGH_TO_BE_TRANSPLANTED_IN,GROWTH_DEVELOPMENT,GREW_STRONG_ENOUGH_TO_BE_TRANSPLANTED_IN,1,1
360,PART_OF_FERTILIZATION_COSTS,FERTILIZATION_RELATED_EXPENSE,PART_OF_FERTILIZATION_COSTS,1,1
361,RENEWED_APPEAL,APPEAL_RENEWAL,RENEWED_APPEAL,1,1
362,REQUIRES_SUPPORT_AFTER_PLANTING,REQUIRES_POST_PLANTING_CARE,REQUIRES_SUPPORT_AFTER_PLANTING,1,1
363,RESULTS_IN,CAUSES,RESULTS_IN,1,1
364,NEEDSIRRIGATION,IRRIGATION_STATUS,NEEDSIRRIGATION,1,1
365,BLANCHES_FROM,ORIGINATES_FROM,BLANCHES_FROM,1,1
366,BENEFITS_FROM,HAS_BENEFIT,BENEFITS_FROM,1,1
367,BASED_ON_DESIRE_FOR_PUBLICATION,PUBLISHING_INTENT,BASED_ON_DESIRE_FOR_PUBLICATION,1,1
368,ESTABLISHED_IN,FOUNDING_DATE,ESTABLISHED_IN,1,1
178,HAIR_FAVORABLE_FOR_GROWTH_IN,HAIR_CONDITION_FAVORABLE_FOR_GROWTH_IN,HAIR_FAVORABLE_FOR_GROWTH_IN,1,1
180,SEASONAL_ASSOCIATION_WITH_CROP_GROWTH_PERIODS,ASSOCIATED_WITH_CROP_GROWTH_PERIODS,SEASONAL_ASSOCIATION_WITH_CROP_GROWTH_PERIODS,1,1
181,WAITED_UNTIL_PICKING_DATE,WAIT_FOR_SPECIFIC_DATE,WAITED_UNTIL_PICKING_DATE,1,1
182,URINE_AFFECTS,SUBSTANCE_EFFECT,URINE_AFFECTS,1,1
183,PROTECTED_WITH_SAME_MEANS,SAME_PROTECTION_MEANS,PROTECTED_WITH_SAME_MEANS,1,1
184,RIPE_FROM,SOURCE_OF_INFORMATION,RIPE_FROM,1,1
185,AS_PARAPHRASED,PARAPHRASING,AS_PARAPHRASED,1,1
186,ORIGIN_OF_CROP,SOURCE_OF_CROP,ORIGIN_OF_CROP,1,1
187,COIFFES_IN_MONTH,HAIR_CUTS_PER_TIME_PERIOD,COIFFES_IN_MONTH,1,1
189,FREE_FROM,EXEMPT_FROM,FREE_FROM,1,1
192,ASSOCIATED_WITH_INSTITUTION_OR_WORKER,AFFILIATION,ASSOCIATED_WITH_INSTITUTION_OR_WORKER,1,1
193,DEEPENED,INTENSIFIED,DEEPENED,1,1
194,HAY_REMOVED_DURING_PREPARATION,HAY_REMOVAL,HAY_REMOVED_DURING_PREPARATION,1,1
195,GROWTH_RATE_COMPARISON,GROWTH_RATE_RELATIONSHIP,GROWTH_RATE_COMPARISON,1,1
196,ARE_LIGHTLY_TILLED,TILLING_STATUS,ARE_LIGHTLY_TILLED,1,1
197,YIELDS_IN,YIELDING_INTO,YIELDS_IN,1,1
199,DESTROYED_IF_NOT_SPARRED_FOR_SEED,SEEDING_RELATED_STATUS,DESTROYED_IF_NOT_SPARRED_FOR_SEED,1,1
200,PEST_FEAR_HEAT,FEAR_OF_PESTS,PEST_FEAR_HEAT,1,1
201,IS_A,HYPERNYM_OF,IS_A,1,1
202,EMPLOYS,EMPLOYMENT_RELATIONSHIP,EMPLOYS,1,1
203,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,WORK_RELATIONSHIP,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,1,1
204,OCCUPIES_FIELD_FOR,OCCUPANCY_RELATIONSHIP,OCCUPIES_FIELD_FOR,1,1
205,INITIATED_RESEARCH,RESEARCH_INITIATION,INITIATED_RESEARCH,1,1
207,RARELY_MARRY_OUTSIDE_OF,INTERMARRIAGE_PATTERN,RARELY_MARRY_OUTSIDE_OF,1,1
209,PLANT_RETRANSPORTED_TO_BOARD,PLANT_TRANSPORTATION_STATUS_CHANGE,PLANT_RETRANSPORTED_TO_BOARD,1,1
210,CALAISSED_FROM,ORIGINATED_FROM,CALAISSED_FROM,1,1
212,MATURATES_IN_NOVEMBER,MATURITY_MONTH,MATURATES_IN_NOVEMBER,1,1
213,NEEDS_TO_BE_REMOVED_FROM_CLOCHES_WHEN_SUN_APPEARS,REMOVES_IN_DAYLIGHT,NEEDS_TO_BE_REMOVED_FROM_CLOCHES_WHEN_SUN_APPEARS,1,1
214,BASED_ON_PROGRAM_OF,BASED_ON_PROGRAM,BASED_ON_PROGRAM_OF,1,1
215,COOLING_LOCATION,COOLING_SYSTEM_COMPONENT,COOLING_LOCATION,1,1
216,CAN_BE_FORCED_IN_NOVEMBER_WITH_16_CM_COMPOST_LAYER_AND_CLOVER,CONDITIONS_FOR_SUCCESSFUL_GREEN_MANURE_APPLICATION,CAN_BE_FORCED_IN_NOVEMBER_WITH_16_CM_COMPOST_LAYER_AND_CLOVER,1,1
217,OPTIONALLY_ADDED,OPTIONAL_RELATIONSHIP,OPTIONALLY_ADDED,1,1
218,REPLANTED_EVERY_FOUR_OR_FIVE_YEARS_BY_DIVIDING_ROOTS_AND_REPLANTING_IN_BEDS,PROPAGATION_METHOD,REPLANTED_EVERY_FOUR_OR_FIVE_YEARS_BY_DIVIDING_ROOTS_AND_REPLANTING_IN_BEDS,1,1
219,REACHES_LENGTH_OF,HAS_EXTENT,REACHES_LENGTH_OF,1,1
220,SHOULD_NOT_BE_OVER_WATERED,PLANT_CARE_INSTRUCTIONS,SHOULD_NOT_BE_OVER_WATERED,1,1
223,IS_CALLED,IS_RELATED_TO,IS_CALLED,1,1
224,AFFECTS_LOCAL_MARKET_GARDENERS_COMPETITIVENESS_DUE_TO_FACTOR,AFFECTS_COMPETITIVENESS,AFFECTS_LOCAL_MARKET_GARDENERS_COMPETITIVENESS_DUE_TO_FACTOR,1,1
225,AFFECTED_BY_POLICE_BAN,AFFECTED_BY_AUTHORITY_ACTION,AFFECTED_BY_POLICE_BAN,1,1
226,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,COLOR_VARIETY_OF_ASPARAGUS,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
227,DEPANELLED_AT,DEPANELING_DATE,DEPANELLED_AT,1,1
228,IS_OPENED_AND_CLOSED_AS_REQUIRED,FOLLOWS_EXPECTED_LIFECYCLE,IS_OPENED_AND_CLOSED_AS_REQUIRED,1,1
231,ASSOCIATED_WITH_GARDENS_IN_PARIS,LOCATED_IN_PARIS,ASSOCIATED_WITH_GARDENS_IN_PARIS,1,1
