timestamp_utc,dedupe_stage,canonical_uuid,canonical_name,canonical_summary,alias_uuid,alias_name,alias_summary,alias_episode_uuid,alias_episode_excerpt
2026-03-12T21:26:57.959613+00:00,llm,63470977-3a81-456d-845d-1101cc08c86f,fork,"A fork is an indispensable tool for loading and unloading manure, shaping layers and breaking up clods on ploughed beds. It costs between 5-5.50 francs.",974015e4-12be-4089-b07c-60ca69df7d47,,,,
2026-03-12T21:51:25.216028+00:00,exact_geo_hint_partial,1ef12bca-412c-4805-a043-e644a9a081c6,marshes,Marshes in Paris are used by market gardeners for setting out beds and trenches.,e6eca7bb-9464-4f39-b23f-d528b056c390,,,,
2026-03-12T21:51:25.216089+00:00,llm,1ef12bca-412c-4805-a043-e644a9a081c6,marshes,Marshes in Paris are used by market gardeners for setting out beds and trenches.,0d6d97f8-c488-45e6-8ae4-c00963a9c203,,,,
2026-03-12T23:33:11.509725+00:00,exact,914919e8-aabd-46e7-9d02-633ef441cc6f,Spinach,"Spinach is a vegetable grown in Paris in August and September, discussed in Chapter X, with two varieties mentioned: round-seeded or Dutch spinach and prickly-seeded, common spinach from England.",4f74ac81-bb01-41ca-8eb8-9cff64bba77e,,,,
2026-03-12T23:33:11.509779+00:00,llm,914919e8-aabd-46e7-9d02-633ef441cc6f,Spinach,"Spinach is a vegetable grown in Paris in August and September, discussed in Chapter X, with two varieties mentioned: round-seeded or Dutch spinach and prickly-seeded, common spinach from England.",4cc35db4-0a9d-4232-9595-60ec7f05bbbe,,,,
2026-03-13T00:08:38.912405+00:00,exact,e31147e1-7ac6-40de-b31d-b75a905a5398,apples,"Small apples from Brussels sprouts are frost-resistant and highly sought-after for opulent tables, selling at a fairly high price.",e6e1437b-d8c0-4660-a046-ac7d8dc5d63f,,,,
2026-03-13T00:08:38.912445+00:00,llm,e31147e1-7ac6-40de-b31d-b75a905a5398,apples,"Small apples from Brussels sprouts are frost-resistant and highly sought-after for opulent tables, selling at a fairly high price.",a3677b99-f5cd-478e-a657-e6e4a26eb8a4,,,,
2026-03-13T00:15:39.157066+00:00,exact,ad8d6d24-2852-4ba8-a6c0-c64cd77d5611,Cauliflower,"Cauliflower is a cruciferous vegetable with large, yellow or whitish flowers that are followed by twisted siliques containing several seeds.",d7b3ba77-e94f-498c-a4c1-5e4b95a66139,,,,
2026-03-13T00:15:39.157117+00:00,llm,ad8d6d24-2852-4ba8-a6c0-c64cd77d5611,Cauliflower,"Cauliflower is a cruciferous vegetable with large, yellow or whitish flowers that are followed by twisted siliques containing several seeds.",d99efccf-8a69-4a8a-b7c9-6a82b8319f43,,,,
2026-03-13T00:57:27.415709+00:00,exact,b65ebd6b-f506-47d1-8d0e-68b9656dda75,romaine,"Romaine is a type of lettuce that can be planted in open ground at the same time as spring onions and romaine in February or March. It requires 2-3 rows, 2 feet apart in the row for cultivation.",47559873-8239-438f-80dd-5c417cda6ebf,,,,
2026-03-13T00:57:27.415777+00:00,llm,b65ebd6b-f506-47d1-8d0e-68b9656dda75,romaine,"Romaine is a type of lettuce that can be planted in open ground at the same time as spring onions and romaine in February or March. It requires 2-3 rows, 2 feet apart in the row for cultivation.",2d5a0215-1065-4e61-a8e0-c4f5353a2fd1,,,,
2026-03-13T01:37:48.472446+00:00,exact,2f63ad14-0a20-400f-b888-0c08c389cc4b,leaf,"Leaf is a plant part, mentioned as having sharper leaves than some cabbage varieties and violet color in purple broccoli.",9171abf7-c9d2-449c-97a0-0bb294eb7d07,,,,
2026-03-13T01:37:48.472492+00:00,llm,2f63ad14-0a20-400f-b888-0c08c389cc4b,leaf,"Leaf is a plant part, mentioned as having sharper leaves than some cabbage varieties and violet color in purple broccoli.",b958068e-3b36-42d2-8861-38b5fd7caf83,,,,
2026-03-13T02:10:40.031460+00:00,exact,840a461a-060b-4e27-ba08-2369e8a0496f,frost,Frost affects soil and forms crusts that take a long time to thaw; market gardeners have developed techniques to force nature despite frost.,2f7b1faa-3057-4f9b-bc88-b8f3bf866436,,,,
2026-03-13T02:10:40.031509+00:00,llm,840a461a-060b-4e27-ba08-2369e8a0496f,frost,Frost affects soil and forms crusts that take a long time to thaw; market gardeners have developed techniques to force nature despite frost.,fa543f4c-50ac-4076-9d97-de2645bd5967,,,,
2026-03-13T04:58:42.373963+00:00,exact,a986627b-93f5-4f0e-ba54-bfd64c69fbbb,bells,Bells are used in market gardening; three rows of bells are placed on top of compost in a chessboard pattern to save space.,b07d90cc-693c-4e91-b6d1-d729ffba78d1,,,,
2026-03-13T04:58:42.374022+00:00,exact,a986627b-93f5-4f0e-ba54-bfd64c69fbbb,bells,Bells are used in market gardening; three rows of bells are placed on top of compost in a chessboard pattern to save space.,efd867cd-5cf1-4193-8bfa-23d29c175276,,,,
2026-03-13T08:10:32.650547+00:00,exact,db707c06-5569-4b2d-aac0-6f7161fde558,HARICOTS,"HARICOTS can be planted every 12-15 days until the end of August, watered immediately and often, and delivered for consumption 10 days after binding.",a126a321-2642-458b-bb93-2625541e2add,,,,
2026-03-13T08:10:32.650599+00:00,llm,db707c06-5569-4b2d-aac0-6f7161fde558,HARICOTS,"HARICOTS can be planted every 12-15 days until the end of August, watered immediately and often, and delivered for consumption 10 days after binding.",ae651120-6f98-4e69-984d-9a3a1331a21b,,,,
2026-03-13T08:31:59.350219+00:00,exact,15793654-1d6b-4ea5-92bd-b0dd7eb31c05,stems,Stems of melons should be pruned a lot as Paris market gardeners believe this will give bigger and earlier fruit.,74b9ce8d-d853-42e0-9d7a-580bfbb8687e,,,,
2026-03-13T08:31:59.350262+00:00,exact,15793654-1d6b-4ea5-92bd-b0dd7eb31c05,stems,Stems of melons should be pruned a lot as Paris market gardeners believe this will give bigger and earlier fruit.,f2f621f2-bbba-44bd-adba-48bed8f2eef8,,,,
2026-03-13T08:31:59.350277+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,Seeds are used in market gardening operations for germinating plants; types grown by Paris market gardeners include green eating haricot beans.,5a61a98b-a1d9-440d-a3a1-51e7d6b91c14,,,,
2026-03-13T08:31:59.350291+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,Seeds are used in market gardening operations for germinating plants; types grown by Paris market gardeners include green eating haricot beans.,979f1ae0-4522-48e5-838b-04f7fe9afe11,,,,
2026-03-13T09:11:34.866842+00:00,exact,325e5d67-15fa-483a-9b43-c316ab62ee71,potting soil,Used in market gardening; some growers slip a little potting soil between each asparagus claw for forcing green asparagus from October onwards.,e905be94-4a1e-4fd2-8b2d-fc487748d0e9,,,,
2026-03-13T09:11:34.866885+00:00,llm,325e5d67-15fa-483a-9b43-c316ab62ee71,potting soil,Used in market gardening; some growers slip a little potting soil between each asparagus claw for forcing green asparagus from October onwards.,af5206b7-6b59-4ad9-a10b-cd1358333d64,,,,
2026-03-13T09:27:57.285794+00:00,exact_geo_hint_partial,90ec1678-abb0-4177-b590-acbb397b470e,old bed,old bed refers to a piece of land that has been used for previous crops,550a103d-ae21-46cd-9855-8e7af3cb3b8c,,,,
2026-03-13T09:27:57.285853+00:00,llm,90ec1678-abb0-4177-b590-acbb397b470e,old bed,old bed refers to a piece of land that has been used for previous crops,b09d4f89-d476-4b60-92cb-f89142bd078b,,,,
2026-03-13T09:52:30.726190+00:00,exact,a405fcfb-2ce7-414c-9047-bc2f919e3d56,tarragon,"Tarragon is a perennial plant of the Artemisia genus, native to Tartary. Its young stems and tender leaves are edible and used to garnish salads.",cc7349aa-9335-49d1-a524-ed2929de3961,,,,
2026-03-13T09:52:30.726253+00:00,llm,a405fcfb-2ce7-414c-9047-bc2f919e3d56,tarragon,"Tarragon is a perennial plant of the Artemisia genus, native to Tartary. Its young stems and tender leaves are edible and used to garnish salads.",265f3861-32f6-489e-a5a2-0292dd2271a3,,,,
2026-03-13T10:19:40.932718+00:00,exact,674b7f8b-24d5-48ac-a69b-4d996500dff9,fruits,Fruits are part of plants' growth and are used to describe plant species.,0a21a567-5782-4352-957e-5cbe1fa22883,,,,
2026-03-13T10:19:40.932777+00:00,llm,674b7f8b-24d5-48ac-a69b-4d996500dff9,fruits,Fruits are part of plants' growth and are used to describe plant species.,026b6ace-aa26-4309-bd67-a44162b6790a,,,,
2026-03-13T11:21:17.276718+00:00,llm,cc2d2bf7-2498-4627-8532-615ca143deac,plantations,Plantations are cultivated for tender beans production; the soil sometimes needs to be watered from time to time to prevent drying out and fruit sinking.,2103345b-aa6e-48f8-8c47-973065f9bfc3,,,,
2026-03-13T11:21:17.276771+00:00,llm,cc2d2bf7-2498-4627-8532-615ca143deac,plantations,Plantations are cultivated for tender beans production; the soil sometimes needs to be watered from time to time to prevent drying out and fruit sinking.,38120f0d-f45f-46bc-b2ee-ce2cccc0aa94,,,,
2026-03-13T13:17:51.024814+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are used in market gardening operations for germinating plants; specific types mentioned include white onion, red onion, chives, spinach, cabbage, and turnip. Harvesting seeds occurs when they are dry, then placed species by species in bags, stored in a dry place sheltered from outside air, humidity and heat.",af316777-ff6a-4baa-b3a3-9431f7b387b7,,,,
2026-03-13T13:17:51.024870+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are used in market gardening operations for germinating plants; specific types mentioned include white onion, red onion, chives, spinach, cabbage, and turnip. Harvesting seeds occurs when they are dry, then placed species by species in bags, stored in a dry place sheltered from outside air, humidity and heat.",bfb8a619-5608-4312-9e56-26be391a49b5,,,,
2026-03-13T13:40:16.075127+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are obtained from various plants in different months and treated in specific ways for preservation; seeds of curly endive, cucumber, gherkins, and cress alénois are described.",55c87083-8d9e-4b29-ac58-c823d9131d4a,,,,
2026-03-13T13:40:16.075307+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are obtained from various plants in different months and treated in specific ways for preservation; seeds of curly endive, cucumber, gherkins, and cress alénois are described.",f559d116-5bab-4268-9423-6960c61d7097,,,,
2026-03-13T13:42:29.649165+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are obtained from various plants in different months and treated in specific ways for preservation; seeds of curly endive, cucumber, gherkins, cress alénois, little black lettuce, spinach are described.",22a7dc00-f688-4b9d-80a3-cfddcf2d7eaa,,,,
2026-03-13T13:42:29.649230+00:00,exact,7e303f1e-cce3-49a9-ad9e-227f51ed27bc,seeds,"Seeds are obtained from various plants in different months and treated in specific ways for preservation; seeds of curly endive, cucumber, gherkins, cress alénois, little black lettuce, spinach are described.",e3f22df6-bd8b-49f2-a84e-70c2287c9ea7,,,,
2026-03-13T14:41:10.347376+00:00,exact,2ff9035b-0088-45cd-ba32-75a23dd112b8,eggplant,"Eggplant seeds are lenticular or kidney-shaped, brick-colored and 2 millimeters in diameter; they are good for two years. Eggplants are a September crop.",16afacae-d8dd-47f2-9831-ae7b86f2ba56,,,,
2026-03-13T14:41:10.347444+00:00,llm,2ff9035b-0088-45cd-ba32-75a23dd112b8,eggplant,"Eggplant seeds are lenticular or kidney-shaped, brick-colored and 2 millimeters in diameter; they are good for two years. Eggplants are a September crop.",5805a760-b143-405a-bbf6-40e2e11d9a46,,,,
